WEEK,LOCATION,SPECIES,PLANT_HEIGHT,PHENOLOGY,EGG_STATE
9,LP,SYR,38,VEG,N
9,LP,SYR,35,VEG,N
9,LP,SYR,109,FRUIT_DEV,I
9,LP,TUB,38,VEG,N
9,SH,INC,60,FLOWERING,I
9,SH,INC,80,FRUIT_DEV,I
9,SH,INC,63,VEG,N
9,SH,INC,61,VEG,I
9,SH,INC,79,FLOWERING,I
9,SH,SYR,30,VEG,N
9,SH,SYR,51,VEG,N
9,SH,SYR,60,VEG,I
9,SH,SYR,46,VEG,N
9,SH,SYR,25,VEG,N
9,SH,TUB,42,FLOW_DEV,I
9,SH,TUB,48,VEG,N
9,SH,TUB,20,FLOWERING,N
9,SH,TUB,22,VEG,N
9,SH,TUB,21,VEG,N
9,ST,INC,109,FRUIT_DEV,N
9,ST,INC,139,FRUIT_DEV,I
9,ST,INC,89,FRUIT_DEV,N
9,ST,INC,128,FRUIT_DEV,N
9,ST,INC,75,FRUIT_DEV,N
9,ST,SYR,101,POST_FLOW,I
9,ST,SYR,126,FRUIT_DEV,N
9,ST,SYR,150,FRUIT_DEV,N
9,ST,SYR,142,FRUIT_DEV,I
9,ST,SYR,83,FRUIT_DEV,N
9,ST,TUB,40,POST_FLOW,P
9,ST,TUB,42,POST_FLOW,N
9,ST,TUB,50,FLOWERING,N
9,ST,TUB,44,VEG,N
9,ST,TUB,50,FLOW_DEV,N
9,WE,SYR,18,VEG,I
9,WE,SYR,19,VEG,N
9,WE,SYR,19,VEG,N
9,WE,SYR,85,VEG,N
9,WE,SYR,151,VEG,I
9,WE,TUB,67,FRUIT_DEV,N
9,WE,TUB,78,FRUIT_DEV,N
9,WE,TUB,55,POST_FLOW,N
9,WE,TUB,58,POST_FLOW,N
9,WE,TUB,68,POST_FLOW,N
10,AB,INC,75,VEG,I
10,AB,INC,56,VEG,I
10,AB,INC,135,FRUIT_DEV,I
10,AB,INC,154,FRUIT_DEV,N
10,AB,INC,145,FRUIT_DEV,N
10,AB,SYR,76,FRUIT_DEV,I
10,AB,SYR,80,VEG,N
10,AB,SYR,115,VEG,N
10,AB,SYR,52,VEG,N
10,AB,SYR,164,FRUIT_DEV,N
10,AB,TUB,77,FRUIT_DEV,N
10,AB,TUB,44,VEG,N
10,AB,TUB,33,FRUIT_DEV,N
10,AB,TUB,40,FRUIT_DEV,N
10,AB,TUB,57,FRUIT_DEV,N
10,AN,INC,67,VEG,N
10,AN,INC,71,VEG,N
10,AN,INC,96,FRUIT_DEV,N
10,AN,INC,98,FRUIT_DEV,N
10,AN,INC,42,VEG,N
10,AN,SYR,52,VEG,N
10,AN,SYR,49,VEG,N
10,AN,SYR,42,VEG,N
10,AN,SYR,121,FRUIT_DEV,N
10,AN,SYR,71,VEG,I
10,AN,TUB,44,FRUIT_DEV,N
10,AN,TUB,50,FRUIT_DEV,N
10,AN,TUB,50,FRUIT_DEV,N
10,AN,TUB,50,POST_FLOW,N
10,AN,TUB,41,POST_FLOW,N
10,AW,INC,129,FRUIT_DEV,S
10,AW,INC,123,FRUIT_DEV,N
10,AW,INC,110,FRUIT_DEV,N
10,AW,INC,126,FRUIT_DEV,N
10,AW,INC,94,VEG,N
10,AW,SYR,145,FRUIT_DEV,I
10,AW,SYR,130,FRUIT_DEV,I
10,AW,SYR,120,FRUIT_DEV,I
10,AW,SYR,85,VEG,N
10,AW,SYR,83,FRUIT_DEV,N
10,AW,TUB,40,FRUIT_DEV,N
10,AW,TUB,34,POST_FLOW,N
10,AW,TUB,36,FLOWERING,N
10,AW,TUB,38,POST_FLOW,N
10,AW,TUB,40,FLOWERING,N
10,EB,INC,110,FRUIT_DEV,I
10,EB,INC,114,FRUIT_DEV,I
10,EB,INC,104,FRUIT_DEV,N
10,EB,SYR,32,VEG,N
10,EB,SYR,26,VEG,N
10,EB,SYR,82,VEG,N
10,EB,SYR,75,VEG,N
10,EB,SYR,50,VEG,I
10,EB,TUB,58,FRUIT_DEV,N
10,EB,TUB,50,FRUIT_DEV,N
10,EB,TUB,45,FRUIT_DEV,P
10,EB,TUB,40,FRUIT_DEV,N
10,EB,TUB,37,POST_FLOW,N
10,HS,INC,56,VEG,I
10,HS,SYR,116,FRUIT_DEV,N
10,HS,SYR,48,VEG,N
10,HS,SYR,31,VEG,I
10,HS,SYR,65,VEG,N
10,HS,SYR,57,VEG,I
10,HS,TUB,22,FRUIT_DEV,N
10,HS,TUB,32,FRUIT_DEV,N
10,HS,TUB,40,FRUIT_DEV,N
10,HS,TUB,31,VEG,I
10,HS,TUB,34,FRUIT_DEV,N
10,JY,INC,102,FRUIT_DEV,S
10,JY,INC,111,FRUIT_MAT,N
10,JY,INC,110,FRUIT_MAT,N
10,JY,INC,73,VEG,I
10,JY,INC,84,VEG,I
10,JY,SYR,157,FRUIT_DEV,S
10,JY,SYR,160,FRUIT_DEV,N
10,JY,SYR,80,VEG,N
10,JY,SYR,138,FRUIT_DEV,N
10,JY,SYR,68,VEG,N
10,JY,TUB,30,POST_FLOW,N
10,JY,TUB,59,FRUIT_DEV,N
10,JY,TUB,34,POST_FLOW,S
10,JY,TUB,68,POST_FLOW,N
10,JY,TUB,71,FRUIT_DEV,P
10,LP,INC,95,FRUIT_DEV,I
10,LP,INC,88,FRUIT_DEV,I
10,LP,INC,98,FRUIT_DEV,I
10,LP,INC,102,FRUIT_DEV,N
10,LP,INC,105,FRUIT_DEV,I
10,LP,SYR,68,VEG,N
10,LP,SYR,70,VEG,I
10,LP,SYR,46,VEG,I
10,LP,SYR,50,VEG,N
10,LP,SYR,64,VEG,I
10,LP,TUB,28,VEG,N
10,ST,INC,107,FRUIT_DEV,N
10,ST,INC,114,FRUIT_DEV,N
10,ST,INC,123,FRUIT_DEV,N
10,ST,INC,140,FRUIT_DEV,N
10,ST,INC,115,FRUIT_DEV,N
10,ST,SYR,114,VEG,P
10,ST,SYR,60,VEG,N
10,ST,SYR,61,VEG,N
10,ST,SYR,115,POST_FLOW,N
10,ST,SYR,154,POST_FLOW,N
10,ST,TUB,49,VEG,N
10,ST,TUB,53,VEG,N
10,ST,TUB,53,VEG,N
10,ST,TUB,52,VEG,N
10,ST,TUB,50,POST_FLOW,N
10,WE,SYR,19,VEG,I
10,WE,SYR,17,VEG,N
10,WE,SYR,23,VEG,I
10,WE,SYR,156,FRUIT_DEV,N
10,WE,SYR,67,VEG,N
10,WE,TUB,66,POST_FLOW,N
10,WE,TUB,72,POST_FLOW,N
10,WE,TUB,65,FRUIT_DEV,N
10,WE,TUB,83,FRUIT_DEV,N
10,WE,TUB,74,FRUIT_DEV,N
11,AB,INC,150,FRUIT_DEV,N
11,AB,INC,98,POST_FLOW,I
11,AB,INC,144,FRUIT_DEV,N
11,AB,INC,152,FRUIT_DEV,N
11,AB,INC,NA,FRUIT_DEV,I
11,AB,SYR,117,VEG,N
11,AB,SYR,84,FRUIT_DEV,I
11,AB,SYR,89,VEG,N
11,AB,SYR,136,FRUIT_DEV,N
11,AB,SYR,136,FRUIT_DEV,N
11,AB,TUB,78,FRUIT_DEV,N
11,AB,TUB,56,POST_FLOW,N
11,AB,TUB,60,FRUIT_DEV,N
11,AB,TUB,53,FRUIT_DEV,N
11,AB,TUB,55,FRUIT_DEV,N
11,AN,INC,71,VEG,N
11,AN,INC,64,VEG,N
11,AN,INC,72,FRUIT_DEV,N
11,AN,INC,39,VEG,N
11,AN,INC,91,FRUIT_DEV,N
11,AN,SYR,60,FRUIT_DEV,N
11,AN,SYR,84,FRUIT_DEV,N
11,AN,SYR,65,VEG,N
11,AN,SYR,70,VEG,N
11,AN,SYR,81,VEG,N
11,AN,TUB,50,FRUIT_DEV,N
11,AN,TUB,42,POST_FLOW,N
11,AN,TUB,53,FRUIT_DEV,N
11,AN,TUB,51,POST_FLOW,P
11,AN,TUB,44,POST_FLOW,P
11,AW,INC,73,VEG,N
11,AW,INC,121,FRUIT_DEV,N
11,AW,INC,128,FRUIT_DEV,N
11,AW,INC,122,FRUIT_DEV,N
11,AW,INC,111,FRUIT_DEV,N
11,AW,SYR,147,FRUIT_DEV,I
11,AW,SYR,161,FRUIT_DEV,N
11,AW,SYR,103,FRUIT_DEV,I
11,AW,SYR,63,VEG,I
11,AW,SYR,88,FRUIT_DEV,N
11,AW,TUB,44,FRUIT_DEV,N
11,AW,TUB,18,VEG,N
11,AW,TUB,24,VEG,N
11,AW,TUB,36,POST_FLOW,N
11,AW,TUB,42,FRUIT_DEV,N
11,EB,INC,110,FRUIT_DEV,N
11,EB,INC,115,FRUIT_DEV,N
11,EB,INC,103,FRUIT_DEV,N
11,EB,SYR,117,VEG,P
11,EB,SYR,34,VEG,N
11,EB,SYR,77,VEG,N
11,EB,SYR,26,VEG,N
11,EB,SYR,23,VEG,N
11,EB,TUB,53,FRUIT_DEV,N
11,EB,TUB,57,FRUIT_DEV,N
11,EB,TUB,50,FRUIT_DEV,N
11,EB,TUB,39,FRUIT_DEV,N
11,EB,TUB,42,POST_FLOW,N
11,HS,INC,52,VEG,N
11,HS,SYR,74,VEG,I
11,HS,SYR,69,VEG,P
11,HS,SYR,57,VEG,N
11,HS,SYR,124,FRUIT_DEV,N
11,HS,SYR,117,FRUIT_DEV,N
11,HS,TUB,39,FRUIT_DEV,I
11,HS,TUB,31,FRUIT_DEV,N
11,HS,TUB,38,FRUIT_DEV,N
11,HS,TUB,47,FRUIT_DEV,N
11,HS,TUB,27,FRUIT_DEV,N
11,JY,INC,106,FRUIT_DEV,N
11,JY,INC,115,FRUIT_DEV,N
11,JY,INC,102,FRUIT_DEV,N
11,JY,INC,81,FRUIT_DEV,N
11,JY,INC,111,FRUIT_DEV,N
11,JY,SYR,163,FRUIT_DEV,N
11,JY,SYR,153,FRUIT_DEV,I
11,JY,SYR,139,FRUIT_DEV,N
11,JY,SYR,68,VEG,I
11,JY,SYR,155,FRUIT_DEV,N
11,JY,TUB,35,POST_FLOW,N
11,JY,TUB,51,FRUIT_DEV,S
11,JY,TUB,43,FRUIT_DEV,N
11,JY,TUB,72,POST_FLOW,N
11,JY,TUB,70,FRUIT_DEV,N
11,LP,INC,115,FRUIT_DEV,I
11,LP,INC,88,FRUIT_DEV,N
11,LP,INC,102,FRUIT_DEV,I
11,LP,INC,96,FRUIT_DEV,I
11,LP,INC,102,FRUIT_DEV,I
11,LP,SYR,65,VEG,N
11,LP,SYR,33,VEG,N
11,LP,SYR,111,FRUIT_DEV,N
11,LP,SYR,89,FRUIT_DEV,N
11,LP,SYR,67,VEG,N
11,LP,TUB,27,VEG,S
11,SH,INC,90,FRUIT_DEV,N
11,SH,INC,80,VEG,N
11,SH,INC,81,FRUIT_DEV,N
11,SH,INC,90,FRUIT_DEV,N
11,SH,INC,70,FRUIT_DEV,N
11,SH,SYR,40,VEG,N
11,SH,SYR,42,VEG,I
11,SH,SYR,31,VEG,I
11,SH,SYR,32,VEG,N
11,SH,SYR,84,VEG,N
11,SH,TUB,57,VEG,N
11,SH,TUB,43,VEG,N
11,SH,TUB,48,VEG,N
11,SH,TUB,51,VEG,N
11,SH,TUB,21,VEG,N
11,ST,INC,127,FRUIT_DEV,N
11,ST,INC,129,FRUIT_DEV,N
11,ST,INC,76,VEG,N
11,ST,INC,135,FRUIT_DEV,N
11,ST,INC,111,FRUIT_DEV,I
11,ST,SYR,128,FRUIT_DEV,N
11,ST,SYR,97,FRUIT_DEV,N
11,ST,SYR,107,POST_FLOW,N
11,ST,SYR,95,VEG,N
11,ST,SYR,60,VEG,N
11,ST,TUB,53,VEG,N
11,ST,TUB,48,VEG,N
11,ST,TUB,46,VEG,N
11,ST,TUB,50,VEG,N
11,ST,TUB,52,VEG,N
11,WE,SYR,17,VEG,N
11,WE,SYR,23,VEG,I
11,WE,SYR,31,VEG,N
11,WE,SYR,173,FRUIT_DEV,I
11,WE,SYR,160,FRUIT_DEV,N
11,WE,TUB,73,POST_FLOW,N
11,WE,TUB,76,POST_FLOW,N
11,WE,TUB,75,POST_FLOW,N
11,WE,TUB,54,FRUIT_DEV,N
11,WE,TUB,62,FRUIT_DEV,N
12,AB,INC,157,FRUIT_DEV,N
12,AB,INC,134,FRUIT_DEV,N
12,AB,INC,112,VEG,N
12,AB,INC,155,FRUIT_DEV,N
12,AB,INC,145,FRUIT_DEV,N
12,AB,SYR,117,VEG,N
12,AB,SYR,125,VEG,N
12,AB,SYR,75,FRUIT_DEV,N
12,AB,SYR,134,FRUIT_DEV,N
12,AB,SYR,142,FRUIT_DEV,N
12,AB,TUB,65,FRUIT_DEV,N
12,AB,TUB,80,FRUIT_DEV,N
12,AB,TUB,60,FRUIT_DEV,N
12,AB,TUB,56,FRUIT_DEV,N
12,AB,TUB,67,FRUIT_DEV,N
12,AN,INC,68,VEG,N
12,AN,INC,89,FRUIT_DEV,N
12,AN,INC,60,VEG,N
12,AN,INC,77,FRUIT_DEV,N
12,AN,INC,45,VEG,N
12,AN,SYR,84,FRUIT_DEV,N
12,AN,SYR,86,POST_FLOW,N
12,AN,SYR,68,VEG,N
12,AN,SYR,57,VEG,N
12,AN,SYR,100,FRUIT_DEV,N
12,AN,TUB,54,POST_FLOW,N
12,AN,TUB,48,FRUIT_DEV,N
12,AN,TUB,51,FRUIT_DEV,N
12,AN,TUB,40,POST_FLOW,N
12,AN,TUB,40,VEG,N
12,AW,INC,138,FRUIT_DEV,N
12,AW,INC,92,VEG,N
12,AW,INC,121,FRUIT_DEV,N
12,AW,INC,108,FRUIT_DEV,N
12,AW,INC,103,FRUIT_DEV,N
12,AW,SYR,140,FRUIT_DEV,I
12,AW,SYR,94,FRUIT_DEV,N
12,AW,SYR,147,FRUIT_DEV,N
12,AW,SYR,137,FRUIT_DEV,N
12,AW,SYR,100,FRUIT_DEV,I
12,AW,TUB,36,POST_FLOW,N
12,AW,TUB,4,FRUIT_DEV,N
12,AW,TUB,32,POST_FLOW,N
12,AW,TUB,14,VEG,N
12,AW,TUB,35,POST_FLOW,N
12,EB,INC,109,FRUIT_DEV,S
12,EB,INC,104,FRUIT_DEV,N
12,EB,INC,107,FRUIT_DEV,N
12,EB,SYR,25,VEG,N
12,EB,SYR,34,VEG,N
12,EB,SYR,80,VEG,N
12,EB,SYR,75,VEG,N
12,EB,SYR,38,VEG,N
12,EB,TUB,47,FRUIT_DEV,N
12,EB,TUB,55,FRUIT_DEV,N
12,EB,TUB,46,FRUIT_DEV,N
12,EB,TUB,46,VEG,N
12,EB,TUB,43,POST_FLOW,S
12,HS,INC,56,VEG,I
12,HS,SYR,151,FRUIT_DEV,N
12,HS,SYR,36,VEG,N
12,HS,SYR,128,FRUIT_DEV,N
12,HS,SYR,62,VEG,N
12,HS,SYR,122,FRUIT_DEV,N
12,HS,TUB,41,FRUIT_DEV,N
12,HS,TUB,33,FRUIT_DEV,N
12,HS,TUB,38,FLOWERING,N
12,HS,TUB,53,FRUIT_DEV,N
12,HS,TUB,21,POST_FLOW,N
12,JY,INC,93,FRUIT_MAT,P
12,JY,INC,105,FRUIT_MAT,N
12,JY,INC,121,FRUIT_MAT,N
12,JY,INC,114,FRUIT_MAT,N
12,JY,INC,73,VEG,N
12,JY,SYR,137,FRUIT_DEV,N
12,JY,SYR,153,FRUIT_DEV,N
12,JY,SYR,157,FRUIT_DEV,N
12,JY,SYR,129,FRUIT_DEV,N
12,JY,SYR,NA,FRUIT_DEV,N
12,JY,TUB,66,POST_FLOW,N
12,JY,TUB,76,POST_FLOW,N
12,JY,TUB,69,FRUIT_DEV,N
12,JY,TUB,50,VEG,N
12,JY,TUB,53,FRUIT_DEV,N
12,LP,INC,116,FRUIT_DEV,N
12,LP,INC,109,FRUIT_DEV,I
12,LP,INC,97,FRUIT_DEV,N
12,LP,INC,98,FRUIT_DEV,I
12,LP,INC,111,FRUIT_DEV,N
12,LP,SYR,46,VEG,N
12,LP,SYR,52,VEG,N
12,LP,SYR,95,FRUIT_DEV,P
12,LP,SYR,99,VEG,N
12,LP,SYR,74,VEG,N
12,LP,TUB,29,VEG,N
12,SH,INC,76,VEG,I
12,SH,INC,45,FRUIT_DEV,N
12,SH,INC,93,FRUIT_DEV,N
12,SH,INC,81,FRUIT_DEV,N
12,SH,INC,80,FRUIT_DEV,N
12,SH,SYR,80,VEG,N
12,SH,SYR,44,VEG,I
12,SH,SYR,53,VEG,I
12,SH,SYR,61,VEG,I
12,SH,SYR,68,VEG,P
12,SH,TUB,66,VEG,N
12,SH,TUB,60,VEG,P
12,SH,TUB,34,VEG,S
12,SH,TUB,68,VEG,S
12,SH,TUB,37,VEG,N
12,ST,INC,140,FRUIT_DEV,N
12,ST,INC,99,FRUIT_DEV,N
12,ST,INC,129,FRUIT_MAT,N
12,ST,INC,143,FRUIT_MAT,N
12,ST,INC,141,FRUIT_MAT,N
12,ST,SYR,127,FRUIT_DEV,N
12,ST,SYR,121,POST_FLOW,N
12,ST,SYR,145,FRUIT_DEV,N
12,ST,SYR,145,FRUIT_DEV,N
12,ST,SYR,132,FRUIT_DEV,N
12,ST,TUB,53,VEG,N
12,ST,TUB,49,VEG,N
12,ST,TUB,52,VEG,N
12,ST,TUB,51,VEG,N
12,ST,TUB,57,VEG,N
12,WE,SYR,24,VEG,N
12,WE,SYR,96,FRUIT_DEV,N
12,WE,SYR,127,VEG,N
12,WE,SYR,145,FRUIT_DEV,N
12,WE,SYR,148,VEG,N
12,WE,TUB,55,FRUIT_DEV,N
12,WE,TUB,50,FRUIT_DEV,N
12,WE,TUB,50,POST_FLOW,N
12,WE,TUB,54,FRUIT_DEV,N
12,WE,TUB,62,POST_FLOW,N
13,AB,INC,142,FRUIT_MAT,N
13,AB,INC,168,FRUIT_MAT,N
13,AB,INC,155,FRUIT_MAT,N
13,AB,INC,172,FRUIT_MAT,N
13,AB,INC,106,FRUIT_MAT,N
13,AB,SYR,117,VEG,N
13,AB,SYR,114,FRUIT_DEV,N
13,AB,SYR,114,FRUIT_DEV,N
13,AB,SYR,136,VEG,N
13,AB,SYR,167,FRUIT_DEV,N
13,AB,TUB,82,FRUIT_DEV,N
13,AB,TUB,82,FRUIT_DEV,N
13,AB,TUB,59,FRUIT_DEV,N
13,AB,TUB,74,FRUIT_DEV,N
13,AB,TUB,66,FRUIT_DEV,N
13,AN,INC,68,VEG,N
13,AN,INC,95,FRUIT_MAT,N
13,AN,INC,83,FRUIT_MAT,N
13,AN,INC,76,FRUIT_MAT,N
13,AN,INC,78,FRUIT_MAT,N
13,AN,SYR,48,VEG,N
13,AN,SYR,118,FRUIT_DEV,N
13,AN,SYR,87,VEG,N
13,AN,SYR,102,FRUIT_DEV,N
13,AN,SYR,55,VEG,N
13,AN,TUB,54,FRUIT_MAT,N
13,AN,TUB,42,POST_FLOW,N
13,AN,TUB,40,POST_FLOW,N
13,AN,TUB,38,POST_FLOW,N
13,AN,TUB,53,POST_FLOW,N
13,AW,INC,125,FRUIT_DEV,N
13,AW,INC,98,FRUIT_DEV,N
13,AW,INC,117,FRUIT_DEV,N
13,AW,INC,99,POST_FLOW,N
13,AW,INC,90,VEG,N
13,AW,SYR,145,FRUIT_DEV,N
13,AW,SYR,154,FRUIT_DEV,N
13,AW,SYR,138,FRUIT_DEV,N
13,AW,SYR,152,FRUIT_DEV,N
13,AW,SYR,133,FRUIT_DEV,N
13,AW,TUB,42,FRUIT_DEV,N
13,AW,TUB,34,POST_FLOW,N
13,AW,TUB,38,POST_FLOW,N
13,AW,TUB,42,FRUIT_DEV,N
13,AW,TUB,38,POST_FLOW,N
13,EB,INC,113,FRUIT_DEV,N
13,EB,INC,118,FRUIT_DEV,N
13,EB,INC,114,VEG,N
13,EB,SYR,78,VEG,N
13,EB,SYR,77,VEG,N
13,EB,SYR,117,VEG,N
13,EB,SYR,25,VEG,N
13,EB,SYR,21,VEG,N
13,EB,TUB,44,FRUIT_DEV,N
13,EB,TUB,46,FRUIT_MAT,N
13,EB,TUB,47,POST_FLOW,N
13,EB,TUB,43,POST_FLOW,S
13,EB,TUB,40,FRUIT_MAT,N
13,HS,INC,59,VEG,N
13,HS,SYR,157,FRUIT_DEV,N
13,HS,SYR,153,FRUIT_DEV,N
13,HS,SYR,152,FRUIT_DEV,N
13,HS,SYR,83,FRUIT_DEV,N
13,HS,SYR,71,VEG,P
13,HS,TUB,29,VEG,N
13,HS,TUB,27,FRUIT_DEV,P
13,HS,TUB,31,FRUIT_DEV,N
13,HS,TUB,64,FRUIT_DEV,N
13,HS,TUB,33,POST_FLOW,N
13,JY,INC,85,VEG,N
13,JY,INC,124,FRUIT_MAT,N
13,JY,INC,90,FRUIT_MAT,N
13,JY,INC,108,FRUIT_MAT,N
13,JY,INC,116,FRUIT_MAT,N
13,JY,SYR,147,FRUIT_DEV,N
13,JY,SYR,153,FRUIT_DEV,N
13,JY,SYR,163,FRUIT_DEV,N
13,JY,SYR,146,FRUIT_DEV,N
13,JY,SYR,156,FRUIT_DEV,N
13,JY,TUB,45,FRUIT_DEV,P
13,JY,TUB,19,POST_FLOW,S
13,JY,TUB,35,POST_FLOW,N
13,JY,TUB,56,FRUIT_DEV,N
13,JY,TUB,30,POST_FLOW,P
13,LP,INC,115,FRUIT_DEV,N
13,LP,INC,111,FRUIT_DEV,N
13,LP,INC,102,FRUIT_DEV,N
13,LP,INC,110,FRUIT_DEV,S
13,LP,INC,108,FRUIT_DEV,N
13,LP,SYR,72,VEG,N
13,LP,SYR,65,VEG,N
13,LP,SYR,95,FRUIT_DEV,N
13,LP,SYR,103,FRUIT_DEV,N
13,LP,SYR,51,VEG,S
13,LP,TUB,26,VEG,N
13,SH,INC,73,VEG,N
13,SH,INC,49,VEG,N
13,SH,INC,69,VEG,N
13,SH,INC,58,VEG,N
13,SH,INC,73,VEG,N
13,SH,SYR,34,VEG,N
13,SH,SYR,70,VEG,N
13,SH,SYR,81,VEG,N
13,SH,SYR,31,VEG,N
13,SH,SYR,35,VEG,N
13,SH,TUB,21,VEG,N
13,SH,TUB,33,VEG,N
13,SH,TUB,7,VEG,N
13,SH,TUB,19,VEG,N
13,SH,TUB,43,VEG,N
13,ST,INC,145,FRUIT_MAT,N
13,ST,INC,89,FRUIT_MAT,N
13,ST,INC,144,FRUIT_MAT,N
13,ST,INC,116,FRUIT_DEV,N
13,ST,INC,95,FRUIT_MAT,N
13,ST,SYR,128,VEG,N
13,ST,SYR,136,FRUIT_DEV,N
13,ST,SYR,72,POST_FLOW,N
13,ST,SYR,165,FRUIT_DEV,N
13,ST,SYR,66,VEG,N
13,ST,TUB,48,VEG,N
13,ST,TUB,51,VEG,N
13,WE,SYR,175,FRUIT_DEV,N
13,WE,SYR,24,VEG,N
13,WE,SYR,148,VEG,N
13,WE,SYR,147,VEG,N
13,WE,SYR,91,VEG,N
13,WE,TUB,72,POST_FLOW,N
13,WE,TUB,58,FRUIT_MAT,N
13,WE,TUB,59,POST_FLOW,N
13,WE,TUB,63,FRUIT_DEV,N
13,WE,TUB,69,FRUIT_DEV,N
