WEEK,LOCATION,SPECIES,PLANT_HEIGHT,PHENOLOGY,EGG_STATE
1,AB,INC,114,FLOW_DEV,N
1,AB,INC,105,FLOW_DEV,N
1,AB,INC,130,FLOW_DEV,N
1,AB,INC,109,VEG,N
1,AB,INC,126,VEG,N
1,AB,SYR,111,FLOW_DEV,N
1,AB,SYR,96,FLOW_DEV,N
1,AB,SYR,133,FLOW_DEV,N
1,AB,SYR,153,FLOWERING ,N
1,AB,SYR,140,FLOWERING ,N
1,AB,TUB,36,FLOWERING ,N
1,AB,TUB,78,FLOW_DEV,N
1,AB,TUB,39,FLOW_DEV,N
1,AB,TUB,76,FLOW_DEV,N
1,AB,TUB,59,FLOW_DEV,N
1,AN,INC,80,FLOW_DEV,N
1,AN,INC,43,VEG,N
1,AN,INC,58,VEG,N
1,AN,INC,53,VEG,N
1,AN,INC,48,FLOW_DEV,N
1,AN,SYR,91,FLOWERING,N
1,AN,SYR,41,VEG,N
1,AN,SYR,88,FLOW_DEV,N
1,AN,SYR,42,VEG,N
1,AN,SYR,77,FLOWERING,N
1,AN,TUB,42,FLOWERING,N
1,AN,TUB,48,FLOWERING,N
1,AN,TUB,52,FLOWERING,N
1,AN,TUB,46,FLOWERING,N
1,AN,TUB,41,FLOWERING,N
1,AW,INC,50,VEG,N
1,AW,INC,40,VEG,N
1,AW,INC,27,VEG,N
1,AW,INC,51,VEG,N
1,AW,INC,71,VEG,N
1,AW,SYR,65,VEG,N
1,AW,SYR,82,FLOW_DEV,N
1,AW,SYR,120,FLOW_DEV,N
1,AW,SYR,106,FLOW_DEV,N
1,AW,SYR,85,FLOWERING ,N
1,AW,TUB,39,FLOWERING ,N
1,AW,TUB,29,FLOWERING ,N
1,AW,TUB,40,FLOWERING ,N
1,AW,TUB,36,FLOW_DEV,N
1,AW,TUB,22,VEG,N
1,EB,INC,65,VEG,N
1,EB,SYR,56,VEG,N
1,EB,SYR,34,VEG,N
1,EB,SYR,54,VEG,N
1,EB,SYR,61,VEG,N
1,EB,SYR,74,VEG,N
1,EB,TUB,39,FLOW_DEV,N
1,EB,TUB,56,FLOW_DEV,N
1,EB,TUB,41,FLOW_DEV,N
1,EB,TUB,37,FLOW_DEV,N
1,EB,TUB,37,FLOWERING ,N
1,HS,INC,42,VEG,N
1,HS,SYR,122,FLOWERING,N
1,HS,SYR,146,FLOWERING,N
1,HS,SYR,133,FLOWERING,I
1,HS,SYR,85,FLOW_DEV,N
1,HS,SYR,123,FLOWERING,N
1,HS,TUB,30,FLOW_DEV,N
1,HS,TUB,17,VEG,N
1,HS,TUB,35,FLOWERING,N
1,HS,TUB,36,FLOWERING,N
1,HS,TUB,35,FLOWERING,N
1,JY,INC,92,FLOWERING,N
1,JY,INC,77,VEG,N
1,JY,INC,115,FLOWERING,N
1,JY,INC,112,FLOWERING,N
1,JY,INC,90,FLOW_DEV,N
1,JY,SYR,122,FLOWERING,N
1,JY,SYR,120,FLOWERING,N
1,JY,SYR,119,FLOWERING,N
1,JY,SYR,135,FLOW_DEV,I
1,JY,SYR,114,FLOWERING,N
1,JY,TUB,28,FLOWERING,N
1,JY,TUB,36,FLOWERING,N
1,JY,TUB,40,FLOWERING,N
1,JY,TUB,48,FLOW_DEV,N
1,JY,TUB,35,FLOWERING,N
1,LP,INC,88,FLOW_DEV,N
1,LP,INC,89,FLOW_DEV,N
1,LP,INC,77,FLOW_DEV,N
1,LP,INC,89,FLOW_DEV,N
1,LP,INC,84,FLOW_DEV,N
1,LP,SYR,31,VEG,N
1,LP,SYR,40,VEG,N
1,LP,SYR,78,VEG,N
1,LP,SYR,98,FLOWERING,N
1,LP,SYR,82,FLOW_DEV,N
1,LP,TUB,9,VEG,N
1,SH,INC,17,VEG,N
1,SH,INC,18,VEG,N
1,SH,INC,34,VEG,N
1,SH,INC,20,VEG,N
1,SH,INC,25,VEG,N
1,SH,SYR,25,VEG,N
1,SH,SYR,12,VEG,N
1,SH,SYR,15,VEG,N
1,SH,SYR,13,VEG,N
1,SH,SYR,17,VEG,N
1,SH,TUB,11,VEG,N
1,SH,TUB,11,VEG,N
1,SH,TUB,21,VEG,N
1,SH,TUB,11,VEG,N
1,SH,TUB,18,VEG,N
1,ST,INC,81,VEG,N
1,ST,INC,58,VEG,N
1,ST,INC,48,VEG,N
1,ST,INC,50,VEG,N
1,ST,INC,40,VEG,N
1,ST,SYR,136,FLOW_DEV,N
1,ST,SYR,116,FLOW_DEV,N
1,ST,SYR,80,FLOW_DEV,N
1,ST,SYR,120,FLOW_DEV,N
1,ST,SYR,123,FLOWERING,N
1,ST,TUB,27,VEG,N
1,ST,TUB,28,VEG,N
1,ST,TUB,47,VEG,N
1,ST,TUB,49,VEG,N
1,ST,TUB,50,FLOW_DEV,N
2,AB,INC,151,FLOW_DEV,N
2,AB,INC,120,FLOW_DEV,N
2,AB,INC,83,VEG,N
2,AB,INC,136,VEG,N
2,AB,INC,125,VEG,N
2,AB,SYR,70,FLOWERING,N
2,AB,SYR,100,FLOWERING,N
2,AB,SYR,111,FLOWERING,N
2,AB,SYR,113,FLOWERING,N
2,AB,SYR,152,FLOWERING,N
2,AB,TUB,37,FLOWERING,N
2,AB,TUB,55,FLOWERING,N
2,AB,TUB,61,FLOWERING,N
2,AB,TUB,59,FLOWERING,N
2,AB,TUB,61,FLOWERING,N
2,AN,INC,60,FLOW_DEV,N
2,AN,INC,72,FLOW_DEV,N
2,AN,INC,52,VEG,N
2,AN,INC,68,FLOW_DEV,N
2,AN,INC,51,VEG,N
2,AN,SYR,98,FLOW_DEV,N
2,AN,SYR,59,FLOW_DEV,N
2,AN,SYR,73,FLOW_DEV,N
2,AN,SYR,51,FLOW_DEV,N
2,AN,SYR,93,FLOW_DEV,N
2,AN,TUB,68,FLOW_DEV,N
2,AN,TUB,70,FLOW_DEV,N
2,AN,TUB,68,FLOW_DEV,N
2,AN,TUB,35,FLOWERING,N
2,AN,TUB,42,FLOWERING,N
2,AW,INC,54,VEG,N
2,AW,INC,51,VEG,N
2,AW,INC,35,VEG,N
2,AW,INC,29,VEG,N
2,AW,INC,71,VEG,N
2,AW,SYR,108,FLOWERING,N
2,AW,SYR,80,FLOWERING,N
2,AW,SYR,50,FLOW_DEV,N
2,AW,SYR,85,FLOW_DEV,N
2,AW,SYR,105,FLOW_DEV,N
2,AW,TUB,37,FLOWERING,N
2,AW,TUB,32,FLOWERING,N
2,AW,TUB,34,FLOWERING,N
2,AW,TUB,44,FLOWERING,N
2,AW,TUB,40,FLOWERING,N
2,EB,INC,78,FLOW_DEV,N
2,EB,INC,73,VEG,N
2,EB,SYR,20,VEG,N
2,EB,SYR,19,VEG,N
2,EB,SYR,35,VEG,N
2,EB,SYR,15,VEG,N
2,EB,SYR,60,VEG,N
2,EB,TUB,56,FLOWERING,N
2,EB,TUB,26,FLOW_DEV,N
2,EB,TUB,37,FLOWERING,N
2,EB,TUB,36,FLOWERING,N
2,EB,TUB,41,FLOWERING,N
2,HS,INC,44,VEG,N
2,HS,SYR,138,FLOWERING,N
2,HS,SYR,85,FLOWERING,N
2,HS,SYR,88,FLOWERING,N
2,HS,SYR,91,FLOW_DEV,N
2,HS,SYR,53,FLOWERING,N
2,HS,TUB,24,FLOWERING,N
2,HS,TUB,35,FLOWERING,N
2,HS,TUB,32,FLOWERING,N
2,HS,TUB,31,FLOWERING,N
2,HS,TUB,50,FLOWERING,N
2,JY,INC,92,FLOW_DEV,N
2,JY,INC,106,FLOW_DEV,I
2,JY,INC,109,FLOWERING,N
2,JY,INC,120,FLOWERING,N
2,JY,INC,107,FLOWERING,N
2,JY,SYR,122,FRUIT_DEV,N
2,JY,SYR,145,FLOWERING,N
2,JY,SYR,145,FLOWERING,N
2,JY,SYR,139,FLOWERING,N
2,JY,SYR,130,FLOW_DEV,N
2,JY,TUB,37,FLOWERING,N
2,JY,TUB,38,FLOWERING,N
2,JY,TUB,25,FLOWERING,N
2,JY,TUB,28,FLOWERING,N
2,JY,TUB,30,FLOWERING,N
2,LP,INC,96,FLOWERING,N
2,LP,INC,78,FLOWERING,N
2,LP,INC,81,FLOW_DEV,N
2,LP,INC,91,FLOWERING,N
2,LP,INC,98,FLOWERING,N
2,LP,SYR,56,VEG,N
2,LP,SYR,65,VEG,I
2,LP,SYR,82,FLOWERING,N
2,LP,SYR,85,FLOWERING,N
2,LP,SYR,77,VEG,N
2,LP,TUB,NA,VEG,N
2,SH,INC,27,VEG,N
2,SH,INC,26,VEG,P
2,SH,INC,30,VEG,I
2,SH,INC,36,VEG,N
2,SH,INC,36,VEG,N
2,SH,SYR,9,VEG,N
2,SH,SYR,20,VEG,N
2,SH,SYR,14,VEG,N
2,SH,SYR,11,VEG,N
2,SH,SYR,27,VEG,N
2,SH,TUB,18,VEG,N
2,SH,TUB,22,VEG,N
2,SH,TUB,13,VEG,S
2,SH,TUB,20,VEG,P
2,SH,TUB,23,VEG,N
2,ST,INC,100,FLOWERING,N
2,ST,INC,120,FLOWERING,N
2,ST,INC,110,FLOWERING,N
2,ST,INC,89,VEG,N
2,ST,INC,59,VEG,N
2,ST,SYR,110,FLOWERING,N
2,ST,SYR,79,FLOW_DEV,N
2,ST,SYR,103,FLOW_DEV,N
2,ST,SYR,81,FLOW_DEV,N
2,ST,SYR,139,FLOW_DEV,P
2,ST,TUB,43,FLOW_DEV,N
2,ST,TUB,49,FLOW_DEV,N
2,ST,TUB,28,VEG,N
2,ST,TUB,29,VEG,N
2,ST,TUB,41,VEG,N
2,WE,SYR,80,VEG,N
2,WE,SYR,85,FLOWERING,N
2,WE,SYR,138,FLOWERING,N
2,WE,SYR,117,VEG,N
2,WE,SYR,155,FLOWERING,N
2,WE,TUB,64,FLOWERING,N
2,WE,TUB,53,FLOWERING,N
2,WE,TUB,43,FLOWERING,N
2,WE,TUB,58,FLOWERING,N
2,WE,TUB,70,FLOWERING,N
3,AB,INC,171,FLOWERING,N
3,AB,INC,132,FLOW_DEV,N
3,AB,INC,142,FLOWERING,N
3,AB,INC,171,FLOW_DEV,N
3,AB,INC,139,FLOWERING,N
3,AB,SYR,156,FLOWERING,N
3,AB,SYR,124,FLOWERING,N
3,AB,SYR,138,FLOWERING,N
3,AB,SYR,158,FLOWERING,N
3,AB,SYR,112,VEG,N
3,AB,TUB,49,FLOWERING,N
3,AB,TUB,38,FLOWERING,N
3,AB,TUB,52,FLOWERING,N
3,AB,TUB,79,FLOWERING,N
3,AB,TUB,49,FLOWERING,N
3,AN,INC,64,FLOW_DEV,N
3,AN,INC,95,FLOW_DEV,N
3,AN,INC,55,FLOW_DEV,N
3,AN,INC,51,FLOW_DEV,N
3,AN,INC,76,FLOW_DEV,N
3,AN,SYR,102,FLOWERING,N
3,AN,SYR,54,FLOW_DEV,N
3,AN,SYR,57,FLOW_DEV,N
3,AN,SYR,62,FLOW_DEV,N
3,AN,SYR,93,FLOWERING,N
3,AN,TUB,51,POST_FLOW,N
3,AN,TUB,50,POST_FLOW,N
3,AN,TUB,39,POST_FLOW,N
3,AN,TUB,44,POST_FLOW,N
3,AN,TUB,50,POST_FLOW,N
3,AW,INC,49,VEG,N
3,AW,INC,65,VEG,N
3,AW,INC,36,VEG,N
3,AW,INC,67,VEG,N
3,AW,INC,86,FLOW_DEV,N
3,AW,SYR,95,FLOWERING,N
3,AW,SYR,51,FLOW_DEV,N
3,AW,SYR,58,VEG,N
3,AW,SYR,96,VEG,N
3,AW,SYR,61,VEG,N
3,AW,TUB,39,FLOWERING,N
3,AW,TUB,42,FLOWERING,N
3,AW,TUB,37,FLOWERING,N
3,AW,TUB,30,FLOWERING,N
3,AW,TUB,36,FLOW_DEV,N
3,EB,INC,81,VEG,S
3,EB,INC,89,FLOW_DEV,N
3,EB,SYR,57,VEG,I
3,EB,SYR,63,VEG,N
3,EB,SYR,90,VEG,N
3,EB,SYR,11,VEG,I
3,EB,SYR,37,VEG,I
3,EB,TUB,37,FLOWERING,N
3,EB,TUB,51,FLOWERING,N
3,EB,TUB,52,FLOWERING,I
3,EB,TUB,48,FLOWERING,N
3,EB,TUB,36,FLOW_DEV,I
3,HS,INC,50,FLOW_DEV,N
3,HS,SYR,132,FLOWERING,N
3,HS,SYR,102,FLOWERING,N
3,HS,SYR,101,FLOWERING,N
3,HS,SYR,107,FLOWERING,N
3,HS,SYR,62,FLOWERING,N
3,HS,TUB,32,FLOWERING,N
3,HS,TUB,10,VEG,N
3,HS,TUB,24,FLOWERING,N
3,HS,TUB,40,FLOWERING,N
3,HS,TUB,29,FLOWERING,N
3,JY,INC,99,FLOW_DEV,N
3,JY,INC,114,FLOWERING,N
3,JY,INC,91,FLOW_DEV,I
3,JY,INC,122,FLOWERING,N
3,JY,INC,110,FLOWERING,N
3,JY,SYR,156,FLOWERING,N
3,JY,SYR,115,FRUIT_DEV,N
3,JY,SYR,143,FRUIT_DEV,N
3,JY,SYR,151,FLOWERING,N
3,JY,SYR,86,FLOWERING,P
3,JY,TUB,63,FLOWERING,N
3,JY,TUB,64,FLOWERING,N
3,JY,TUB,62,FLOWERING,N
3,JY,TUB,54,VEG,N
3,JY,TUB,49,FLOWERING,N
3,LP,INC,97,FLOWERING,N
3,LP,INC,98,FLOWERING,I
3,LP,INC,94,FLOWERING,N
3,LP,INC,82,FLOWERING,I
3,LP,INC,96,FLOWERING,S
3,LP,SYR,31,VEG,I
3,LP,SYR,55,VEG,I
3,LP,SYR,61,VEG,I
3,LP,SYR,66,FLOW_DEV,N
3,LP,SYR,87,FLOWERING,N
3,LP,TUB,15,VEG,P
3,SH,INC,45,FLOW_DEV,I
3,SH,INC,45,VEGETATVE,I
3,SH,INC,36,VEG,N
3,SH,INC,35,VEG,I
3,SH,INC,23,VEG,I
3,SH,SYR,22,FLOW_DEV,N
3,SH,SYR,9,VEG,N
3,SH,SYR,10,VEG,N
3,SH,SYR,21,VEG,I
3,SH,SYR,9,VEG,P
3,SH,TUB,11,VEG,P
3,SH,TUB,25,VEG,S
3,SH,TUB,21,VEG,N
3,SH,TUB,19,VEG,P
3,SH,TUB,11,VEG,N
3,ST,INC,99,FLOW_DEV,I
3,ST,INC,121,FLOW_DEV,N
3,ST,INC,99,FLOWERING,N
3,ST,INC,55,VEG,N
3,ST,INC,95,VEG,N
3,ST,SYR,154,FLOW_DEV,N
3,ST,SYR,150,FLOWERING,N
3,ST,SYR,143,FLOWERING,N
3,ST,SYR,128,FLOWERING,N
3,ST,SYR,137,FLOW_DEV,N
3,ST,TUB,51,FLOWERING,N
3,ST,TUB,49,FLOWERING,N
3,ST,TUB,42,POST_FLOW,N
3,ST,TUB,28,VEG,N
3,ST,TUB,44,VEG,N
3,WE,SYR,57,VEG,N
3,WE,SYR,80,VEG,N
3,WE,SYR,87,FLOWERING,N
3,WE,SYR,104,VEG,N
3,WE,SYR,120,VEG,N
3,WE,TUB,70,FRUIT_DEV,N
3,WE,TUB,48,FLOWERING,N
3,WE,TUB,65,FRUIT_DEV,N
3,WE,TUB,53,FLOWERING,N
3,WE,TUB,55,FLOWERING,N
4,AB,INC,157,FLOW_DEV,N
4,AB,INC,128,FLOW_DEV,N
4,AB,INC,151,FLOW_DEV,N
4,AB,INC,132,FLOW_DEV,N
4,AB,INC,128,FLOW_DEV,N
4,AB,SYR,180,FRUIT_DEV,N
4,AB,SYR,173,FRUIT_DEV,I
4,AB,SYR,140,FRUIT_DEV,N
4,AB,SYR,147,FRUIT_DEV,I
4,AB,SYR,124,VEG,I
4,AB,TUB,39,POST_FLOW,N
4,AB,TUB,41,POST_FLOW,N
4,AB,TUB,34,POST_FLOW,N
4,AB,TUB,45,FRUIT_DEV,N
4,AB,TUB,68,FLOWERING,N
4,AN,INC,75,FLOWERING,N
4,AN,INC,65,FLOW_DEV,N
4,AN,INC,90,FLOW_DEV,N
4,AN,INC,41,VEG,N
4,AN,INC,60,FLOW_DEV,N
4,AN,SYR,64,POST_FLOW,N
4,AN,SYR,72,FLOWERING,N
4,AN,SYR,69,FLOW_DEV,N
4,AN,SYR,98,POST_FLOW,N
4,AN,SYR,63,FLOW_DEV,N
4,AN,TUB,70,FLOWERING,N
4,AN,TUB,66,POST_FLOW,N
4,AN,TUB,53,FRUIT_DEV,N
4,AN,TUB,51,FRUIT_DEV,N
4,AN,TUB,40,FRUIT_DEV,N
4,AW,INC,85,FLOW_DEV,N
4,AW,INC,86,VEG,N
4,AW,INC,67,VEG,N
4,AW,INC,107,FLOW_DEV,N
4,AW,INC,49,VEG,N
4,AW,SYR,114,FRUIT_DEV,N
4,AW,SYR,77,VEG,N
4,AW,SYR,131,FRUIT_DEV,N
4,AW,SYR,84,FRUIT_DEV,I
4,AW,SYR,144,FRUIT_DEV,I
4,AW,TUB,43,POST_FLOW,N
4,AW,TUB,36,POST_FLOW,N
4,AW,TUB,41,POST_FLOW,N
4,AW,TUB,13,VEG,N
4,AW,TUB,19,FLOW_DEV,N
4,EB,INC,NA,FLOW_DEV,N
4,EB,INC,101,FLOW_DEV,N
4,EB,SYR,60,VEG,N
4,EB,SYR,71,VEG,N
4,EB,SYR,98,VEG,N
4,EB,SYR,74,VEG,N
4,EB,SYR,36,VEG,N
4,EB,TUB,42,POST_FLOW,S
4,EB,TUB,40,FRUIT_DEV,N
4,EB,TUB,42,POST_FLOW,N
4,EB,TUB,42,POST_FLOW,N
4,EB,TUB,44,FLOWERING,N
4,HS,INC,51,FLOW_DEV,N
4,HS,SYR,153,FRUIT_DEV,N
4,HS,SYR,133,FRUIT_DEV,S
4,HS,SYR,114,FRUIT_DEV,N
4,HS,SYR,107,FRUIT_DEV,N
4,HS,SYR,109,FRUIT_DEV,N
4,HS,TUB,37,FRUIT_DEV,N
4,HS,TUB,49,POST_FLOW,N
4,HS,TUB,34,FLOWERING,N
4,HS,TUB,33,FLOWERING,N
4,HS,TUB,26,FLOWERING,N
4,JY,INC,117,FRUIT_DEV,N
